Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
amara_help2_46b6f433	Amara	I specialize in clothing & jewelry, mister. How long have you known me?	game/story/chapter2.rpy	305	Amara "[what]"
amara_help2_873436bc	Leif	See, that's the thing Amara. Have you ever thought of expanding? {w=2}We have so many clothing stores already.	game/story/chapter2.rpy	306	Leif "[what]"
amara_help2_8e8d560e	Leif	I think you could capture a whole new market by jumping into health and wellness.	game/story/chapter2.rpy	307	Leif "[what]"
amara_help2_e5f3db50	Amara	And what makes you so knowledgeable about that?	game/story/chapter2.rpy	308	Amara "[what]"
amara_help2_8cf34277	se	(It looks like Amara and Leif have an interesting relationship. Should I jump into the conversation?)	game/story/chapter2.rpy	309	se "[what]"
amara_help2_11fdb519	extend		game/story/chapter2.rpy	312	extend "[what]" nointeract
meet_leif_f4cc033b	Leif	I'm just saying if you want to stay ahead of the curve, you shouldn't be afraid to take risks.	game/story/chapter2.rpy	322	Leif "[what]"
meet_leif_28f74f39	Amara	Very intriguing words from a man who hasn't paid his rent yet.	game/story/chapter2.rpy	323	Amara "[what]"
meet_leif_c39e5e1a	Leif	Consider it an investment. My reviews are a little different, but I think it'll grow on you and everyone else soon.	game/story/chapter2.rpy	324	Leif "[what]"
meet_leif_10c5852f	Amara	We'll just have to see about that then, huh?	game/story/chapter2.rpy	325	Amara "[what]"
meet_leif_dc9b3214	Amara	Anyway, here's your new roommate, Serene. She'll be sharing the space with you in the meantime.	game/story/chapter2.rpy	327	Amara "[what]"
meet_leif_7499b63a	Serene	It's nice to meet you Leif! So you make reviews?	game/story/chapter2.rpy	328	Serene "[what]"
meet_leif_977d1d8d	Leif	Something like that.	game/story/chapter2.rpy	329	Leif "[what]"
meet_leif_3ec285fe	Amara	He comes from a big family of hunters and somehow found himself at a desk drawing doodles.	game/story/chapter2.rpy	330	Amara "[what]"
meet_leif_06b7e13e	Leif	I wouldn't really call them doodles.	game/story/chapter2.rpy	331	Leif "[what]"
meet_leif_2b60861e	extend	 More like illustrations.	game/story/chapter2.rpy	332	extend "[what]"
meet_leif_57d68067	Leif	It's difficult to capture the nuances of quality cuisine with words alone.	game/story/chapter2.rpy	333	Leif "[what]"
meet_leif_940c1081	se	(Reminds me a lot of my lunch breaks with Trisha.)	game/story/chapter2.rpy	334	se "[what]"
meet_leif_7567abff	Trisha	Hold on don't dig in yet!! I have to take a picture for my Story!	game/story/chapter2.rpy	336	Trisha "[what]"
meet_leif_12002559	Serene	Trisha pleaseeeee I'm STARVING.	game/story/chapter2.rpy	337	Serene "[what]"
meet_leif_837e2a1d	Trisha	Want me to send it to ya'?	game/story/chapter2.rpy	339	Trisha "[what]"
meet_leif_20b3d83b	Serene	Not really. Are you done? My food's getting cold.	game/story/chapter2.rpy	340	Serene "[what]"
meet_leif_0b7b2ab3	se	(I guess some things never change.)	game/story/chapter2.rpy	342	se "[what]"
meet_leif_9a3329e1	Bell	AFTERNOOOOOOOOON!	game/story/chapter2.rpy	344	Bell "[what]"
meet_leif_5cbd51a7	Bell	AFTERNOOOOOON!	game/story/chapter2.rpy	346	Bell "[what]"
meet_leif_6e9d62e2	Amara	Shoot, it's already noon. I need to head back over to the shop.	game/story/chapter2.rpy	347	Amara "[what]"
meet_leif_81b7def7	Amara	You guys be safe. You know where your bed will be, Serene.	game/story/chapter2.rpy	348	Amara "[what]"
meet_leif_bd2a6ade	Serene	Oh! Okay then, I guess I'll see you later Amar...!	game/story/chapter2.rpy	349	Serene "[what]"
meet_leif_ab26bf0b	narrator	Amara can already be seen long gone.	game/story/chapter2.rpy	350	narrator "[what]"
meet_leif_4e7295e0	Serene	...That was fast.	game/story/chapter2.rpy	351	Serene "[what]"
meet_leif_36a70456	Serene	So thennn...Leif. How's...life...?	game/story/chapter2.rpy	352	Serene "[what]"
meet_leif_12de5de5	narrator	Leif can already be seen at his desk, busy with his sketch.	game/story/chapter2.rpy	353	narrator "[what]"
meet_leif_66fcea75	Leif	Sorry. Serene, right?	game/story/chapter2.rpy	355	Leif "[what]"
meet_leif_a790abed	Leif	Let's chat more tomorrow. I have to put my memory on paper.	game/story/chapter2.rpy	356	Leif "[what]"
meet_leif_4c2377cb	Leif	What was that feeling...? The honeyed aroma...? No...The sweet and appetizing flavor...?	game/story/chapter2.rpy	358	Leif "[what]"
meet_leif_100a871a	se	(Leif looks busy; maybe I should come back another time.)	game/story/chapter2.rpy	359	se "[what]"
chapter3_2a85ec06	Bell	SUNRISE!	game/story/chapter3.rpy	3	Bell "[what]"
chapter3_93cd8658	Bell	SUNRIIIIIISE!	game/story/chapter3.rpy	5	Bell "[what]"
chapter3_02223de3	se	(I should talk to Amara a bit more on starting the shop...)	game/story/chapter3.rpy	6	se "[what]"
chapter3_823728e0	Amara	Welcome, welcome! We have new items in stock for Floraliaaaa!	game/story/chapter3.rpy	8	Amara "[what]"
chapter3_728dd595	se	(Amara has the shop open already? Sounds like a busy day.)	game/story/chapter3.rpy	9	se "[what]"
chapter3_22e2f366	se	(There's a new set of clothes by the wardrobe...!)	game/story/chapter3.rpy	10	se "[what]"
chapter3_ab065506	se	(And what's this...?)	game/story/chapter3.rpy	11	se "[what]"
chapter3_e02b8ed4	letter	Serene, I'm so very sorry for barging into your room while you were resting. I just saw this outfit in this morning's shipment and just knew it was put together specifically for you.	game/story/chapter3.rpy	14	letter "[what]"
chapter3_10c3a60f	letter	I hope you like it! Today should be pretty busy at the shop, so I won't be able to walk you around today.	game/story/chapter3.rpy	15	letter "[what]"
chapter3_371c8795	letter	Can you visit the big oaf next door? He'll help you gather your bearings-I'm looking forward to seeing you blossom just like the beautiful flowers of Floralia!	game/story/chapter3.rpy	16	letter "[what]"
chapter3_0b2db7af	letter	Yours truly,	game/story/chapter3.rpy	17	letter "[what]"
chapter3_305355a0	letter	Amara	game/story/chapter3.rpy	18	letter "[what]"
chapter3_233e385f	se	(The clothes Amara got for me look like my size. Should I try them on?)	game/story/chapter3.rpy	22	se "[what]"
chapter3_11fdb519	extend		game/story/chapter3.rpy	24	extend "[what]" nointeract
amara_clothes_6cd9ba80	se	(Amazing. The dress fits perfectly and is this cotton?)	game/story/chapter3.rpy	31	se "[what]"
amara_clothes_acedf475	se	(This is some high-quality material. I need to say thank you to Amara later.)	game/story/chapter3.rpy	32	se "[what]"
amara_clothes_6751d04d	narrator	Serene walks downstairs, and is immediately greeted by a mob of customers.	game/story/chapter3.rpy	33	narrator "[what]"
amara_clothes_5a97a658	Amara	Aaaaand the lucky winner of a brand-new pair of diamond earrings is...!	game/story/chapter3.rpy	34	Amara "[what]"
amara_clothes_2baf17e8	Customer12	Pick twelve, please pick twelve!	game/story/chapter3.rpy	35	Customer12 "[what]"
amara_clothes_1696e0dd	Amara	Number nineeeee! Come right up for your prize!	game/story/chapter3.rpy	37	Amara "[what]"
amara_clothes_ba023508	Customer6	Oh! Me! Meeee!	game/story/chapter3.rpy	38	Customer6 "[what]"
amara_clothes_97b86eee	Amara	Unfortunately, that's an upside down six.	game/story/chapter3.rpy	39	Amara "[what]"
amara_clothes_dac9f1ad	Customer9	I got it!	game/story/chapter3.rpy	40	Customer9 "[what]"
amara_clothes_641f4a15	Customer6	Hey! How can you tell, the six and nine look exactly the same!	game/story/chapter3.rpy	41	Customer6 "[what]"
amara_clothes_7f779e64	Amara	Congratulations, number nine!	game/story/chapter3.rpy	42	Amara "[what]"
amara_clothes_fb1f706c	Amara	And nono, look see, I wrote the 9 with a little line on the bottom like this.	game/story/chapter3.rpy	43	Amara "[what]"
amara_clothes_e3c30919	Amara	Wait, did I do that on both of them...? {w=2.0}Uh oh.	game/story/chapter3.rpy	44	Amara "[what]"
amara_clothes_ff08c5c2	Customer7	Redo the raffle that doesn't count!	game/story/chapter3.rpy	46	Customer7 "[what]"
amara_clothes_db4cfaf4	Customer9	...But I won!	game/story/chapter3.rpy	47	Customer9 "[what]"
amara_clothes_512dd070	se	(Sounds like things are getting a little tense. Should I intervene?)	game/story/chapter3.rpy	48	se "[what]"
amara_clothes_11fdb519	extend		game/story/chapter3.rpy	50	extend "[what]" nointeract
amara_solution0_11fdb519	extend		game/story/chapter3.rpy	58	extend "[what]" nointeract
amara_solution_faea8810	se	(I'm sure Amara's got it. I need to head over next door and talk to Leif.)	game/story/chapter3.rpy	73	se "[what]"
amara_solution_794723de	Serene	Helloooo. I'm back.	game/story/chapter3.rpy	77	Serene "[what]"
amara_solution_2440d4f4	Leif	Well, hellooooo to you too!	game/story/chapter3.rpy	78	Leif "[what]"
amara_solution_327c5288	Serene	Amara was a little busy today, so she told me to come talk to you.	game/story/chapter3.rpy	80	Serene "[what]"
amara_solution_4f0f0612	Leif	Oh, right. She stopped by this morning to let me know.	game/story/chapter3.rpy	81	Leif "[what]"
amara_solution_7b34a113	se	(This morning? It is morning.)	game/story/chapter3.rpy	82	se "[what]"
amara_solution_91f62aba	Leif	Okay so there's a couple of forms you'll need to fill out here before we start.	game/story/chapter3.rpy	83	Leif "[what]"
amara_solution_aebd1142	Leif	So, this is the first one. It's the most important.	game/story/chapter3.rpy	85	Leif "[what]"
amara_solution_11fdb519	extend		game/story/chapter3.rpy	90	extend "[what]" nointeract
leif_letter_2c9e1251	Leif	Wrong form? What do you mean-	game/story/chapter3.rpy	99	Leif "[what]"
leif_letter_c529c3b8	extend	 OH. Yup. Wrong form my bad.	game/story/chapter3.rpy	100	extend "[what]"
leif_letter_ce772feb	Leif	I'll head back to the city plaza later to get you the right ones.	game/story/chapter3.rpy	102	Leif "[what]"
leif_letter_1eb7ce01	Leif	Well, actually this kind of works out. {w=1.5}We need to register what kind of business this is going to be anyway.	game/story/chapter3.rpy	103	Leif "[what]"
leif_letter_5840e09e	Serene	Ouuuu. This sounds so official! {w=1.0} So, do I just tell them what I want to do? {w=1.5} Or pick from a list or something?	game/story/chapter3.rpy	104	Serene "[what]"
leif_letter_acc3546e	Leif	Not really. I think for you-{w=1} all we need is a name and the location. We can always change the job category later.	game/story/chapter3.rpy	105	Leif "[what]"
leif_letter_201b3b8e	Leif	But I'm curious, what {i}do{/i} you want to do?	game/story/chapter3.rpy	106	Leif "[what]"
leif_letter_ef03d2b7	Serene	Maybe something to do with helping people?	game/story/chapter3.rpy	107	Serene "[what]"
leif_letter_7b1a93d6	Leif	A business where you just help people...?	game/story/chapter3.rpy	108	Leif "[what]"
leif_letter_d5a118e6	Leif	It's a little unorthodox, but I think there's a lot of people out there that need a shoulder to cry on.	game/story/chapter3.rpy	109	Leif "[what]"
leif_letter_8f3cd3b5	Serene	Huh. Like a therapist?	game/story/chapter3.rpy	110	Serene "[what]"
leif_letter_6af5d9b5	Leif	What's a therapist?	game/story/chapter3.rpy	111	Leif "[what]"
leif_letter_c882360e	Serene	Yeah. This will definitely work.	game/story/chapter3.rpy	112	Serene "[what]"
leif_letter_dc6d9a73	Leif	Okay, great. We've got that settled.	game/story/chapter3.rpy	113	Leif "[what]"
leif_letter_61b90e48	Leif	So, the next thing we need to do is spread the word around so we can get some customers into the shop.	game/story/chapter3.rpy	114	Leif "[what]"
leif_letter_63bb7809	Serene	I wanted to ask about that too. You write food reviews, right? Where do you usually post them?	game/story/chapter3.rpy	115	Serene "[what]"
leif_letter_62bf67af	Serene	We could add a little spot somewhere that we give people advice too.	game/story/chapter3.rpy	116	Serene "[what]"
leif_letter_508f5c39	Leif	Well, about that.	game/story/chapter3.rpy	117	Leif "[what]"
leif_letter_af2edcdd	Leif	Reading and writing aren't very common skills around here, so trying to describe what we do in detail might be a little tough.	game/story/chapter3.rpy	118	Leif "[what]"
leif_letter_2ebb5174	Serene	Hm. That might be a problem then.	game/story/chapter3.rpy	119	Serene "[what]"
leif_letter_73c6097e	narrator	Suddenly, the sound of rain begins flooding down.	game/story/chapter3.rpy	120	narrator "[what]"
leif_letter_358181ca	Leif	It's really pouring down today.	game/story/chapter3.rpy	121	Leif "[what]"
leif_letter_13c050c1	Serene	Ah, are the windows open too?	game/story/chapter3.rpy	122	Serene "[what]"
leif_letter_b2a0447f	Leif	Oh right.	game/story/chapter3.rpy	123	Leif "[what]"
leif_letter_68574f79	Serene	It's okay, I got it.	game/story/chapter3.rpy	124	Serene "[what]"
leif_letter_5b7c3ce6	narrator	As Serene walks over to the window, she spots a girl running in the rain.	game/story/chapter3.rpy	125	narrator "[what]"
leif_letter_fbc44d8e	se	(Oh my goodness, she's soaked.)	game/story/chapter3.rpy	126	se "[what]"
leif_letter_18cfc631	Serene	Hey! Over here! Come inside!	game/story/chapter3.rpy	127	Serene "[what]"
leif_letter_c1084199	Serene	Leif! Do you have something dry over there?	game/story/chapter3.rpy	129	Serene "[what]"
leif_letter_a9fee100	Leif	I do, actually-{w=1.0}hold on.	game/story/chapter3.rpy	130	Leif "[what]"
leif_letter_038cb2d0	narrator	The girl, now at the front door, is catching her breath.	game/story/chapter3.rpy	131	narrator "[what]"
leif_letter_ce3ab3d0	Aelrie	No please...! {w=1.0}It's okay...!!{w=1.0} I don't want to be an inconvenience!!	game/story/chapter3.rpy	132	Aelrie "[what]"
leif_letter_c01f16de	narrator	Leif returns with a wool blanket.	game/story/chapter3.rpy	133	narrator "[what]"
leif_letter_5961d97f	Leif	You're soaked, it's alright. We don't want you to catch a cold.	game/story/chapter3.rpy	134	Leif "[what]"
leif_letter_2702c3ce	narrator	You notice there's also clothes hanging up nearby.	game/story/chapter3.rpy	135	narrator "[what]"
leif_letter_4b456200	se	(Should I bring her a pair of clothes?)	game/story/chapter3.rpy	136	se "[what]"
leif_letter_11fdb519	extend		game/story/chapter3.rpy	138	extend "[what]" nointeract
help_aelrie_ce8fe381	Aelrie	Thank you...But..	game/story/chapter3.rpy	147	Aelrie "[what]"
help_aelrie_fc556cca	se	(Maybe I shouldn't be too pushy.)	game/story/chapter3.rpy	148	se "[what]"
help_aelrie_95551b33	Serene	Oh! No problem! But at least stay here until the rain dies down.	game/story/chapter3.rpy	149	Serene "[what]"
help_aelrie_26d3aac0	Aelrie	...! Thank you so much!	game/story/chapter3.rpy	150	Aelrie "[what]"
help_aelrie_56343f0b	Serene	It's really coming down out there.	game/story/chapter3.rpy	151	Serene "[what]"
help_aelrie_c13085ec	Serene	You didn't bring an umbrella-{w=0.8}I mean something to protect you from the rain?	game/story/chapter3.rpy	152	Serene "[what]"
help_aelrie_52ccf908	se	(Do umbrellas exist in this world? {w=0.8}How do people stay dry...?)	game/story/chapter3.rpy	153	se "[what]"
help_aelrie_ace323a3	Aelrie	N-n-no. I forgot to bring my cloak...	game/story/chapter3.rpy	155	Aelrie "[what]"
help_aelrie_10411b55	se	(A cloak? Would that have made a big difference...?)	game/story/chapter3.rpy	156	se "[what]"
help_aelrie_bfde98da	narrator	The rain continues to fall with silence in the room.	game/story/chapter3.rpy	157	narrator "[what]"
help_aelrie_98fdb203	se	(The silence is deafening, should I say something?)	game/story/chapter3.rpy	158	se "[what]"
help_aelrie_19ee65f2	Aelrie	Are those..!	game/story/chapter3.rpy	160	Aelrie "[what]"
help_aelrie_c6245f21	narrator	Aelrie stares directly at the small table next to Leif's desk.	game/story/chapter3.rpy	161	narrator "[what]"
help_aelrie_1a03d4f7	Leif	You mean those sweets? You've seen them before?	game/story/chapter3.rpy	162	Leif "[what]"
help_aelrie_2ed3d139	se	(What! Chocolate? How long were those sitting there? I'm about to go feral.)	game/story/chapter3.rpy	163	se "[what]"
help_aelrie_d7b61ec6	Aelrie	Sea-salt truffles...!	game/story/chapter3.rpy	164	Aelrie "[what]"
help_aelrie_105f435f	Leif	Don't be shy, try some! It's a concoction I read up on a while back.	game/story/chapter3.rpy	165	Leif "[what]"
help_aelrie_b577c419	Leif	The trip across the coastline made it a lot more satisfying.	game/story/chapter3.rpy	166	Leif "[what]"
help_aelrie_afba30bf	Aelrie	Really!! Is that alright?	game/story/chapter3.rpy	168	Aelrie "[what]"
help_aelrie_272c7c8b	Serene	Aww of course! Sharing is caring!	game/story/chapter3.rpy	170	Serene "[what]"
help_aelrie_f3b93478	se	(I'm demolishing the rest of those the second she leaves.)	game/story/chapter3.rpy	171	se "[what]"
help_aelrie_11693ce4	Aelrie	I haven't seen a Sea-salt truffle in so long!	game/story/chapter3.rpy	172	Aelrie "[what]"
help_aelrie_de5f5f41	Leif	That's understandable. Making chocolate is already difficult, and salt prices have really gone up as of late.	game/story/chapter3.rpy	173	Leif "[what]"
help_aelrie_75f30b16	Aelrie	Well...That too.	game/story/chapter3.rpy	174	Aelrie "[what]"
help_aelrie_f36df34e	se	(Sounds like there's a story about that. Should I ask about it...?)	game/story/chapter3.rpy	175	se "[what]"
help_aelrie_11fdb519	extend		game/story/chapter3.rpy	178	extend "[what]" nointeract
aelrie_chocolate1_5641d96e	narrator	You take one of the chocolates on the table and have a bite.	game/story/chapter3.rpy	187	narrator "[what]"
aelrie_chocolate1_b79d67c9	narrator	The texture is unusually grainy, but there's still a subtle sweetness in the chocolate complimented by flakes of salt.	game/story/chapter3.rpy	188	narrator "[what]"
aelrie_chocolate1_ddf8a9d1	narrator	It's an interesting combination.	game/story/chapter3.rpy	189	narrator "[what]"
aelrie_chocolate1_67008947	Serene	Wow Leif, you made these? I'm really impressed!	game/story/chapter3.rpy	190	Serene "[what]"
aelrie_chocolate1_cf9dad50	Leif	Thank you. I figured if I was going to sit here writing about food all day, {w=1.5}I should probably get a feel for how the food was made too.	game/story/chapter3.rpy	191	Leif "[what]"
aelrie_chocolate1_e3ae8434	Leif	Working on it was a nightmare, but I think I grew a better appreciation for the people who make it every day.	game/story/chapter3.rpy	192	Leif "[what]"
aelrie_chocolate1_7e7dd9c8	Leif	Speaking of people...Sorry, I can't help but notice your ears-	game/story/chapter3.rpy	194	Leif "[what]"
aelrie_chocolate1_95c6e4c9	Aelrie	Uhm...Yes.	game/story/chapter3.rpy	195	Aelrie "[what]"
aelrie_chocolate1_ab66a2d8	se	(...! She's an elf!)	game/story/chapter3.rpy	196	se "[what]"
aelrie_chocolate1_bc35520f	Leif	Ahhhhh, so that's probably what you meant, right? When you said it's been a while?	game/story/chapter3.rpy	197	Leif "[what]"
aelrie_chocolate1_15576615	Aelrie	Right...!	game/story/chapter3.rpy	198	Aelrie "[what]"
aelrie_chocolate1_ffb51c95	extend	 Back home Sea-salt truffles were really common!	game/story/chapter3.rpy	199	extend "[what]"
aelrie_chocolate1_3a7e209a	Aelrie	When I was little, we used to pack them in these cute little containers.	game/story/chapter3.rpy	200	Aelrie "[what]"
aelrie_chocolate1_6ba63dee	Aelrie	My mother let me decorate them sometimes too!	game/story/chapter3.rpy	201	Aelrie "[what]"
aelrie_chocolate1_ffd7ff8d	Serene	That {i}is{/i} cute.	game/story/chapter3.rpy	205	Serene "[what]"
aelrie_chocolate1_d46210ea	Leif	Well, it looks like I happened to find the right person to try these out.	game/story/chapter3.rpy	206	Leif "[what]"
aelrie_chocolate1_a200514b	Leif	I'm curious what you think.	game/story/chapter3.rpy	207	Leif "[what]"
aelrie_chocolate1_6b99256a	narrator	Aelrie takes one of the chocolates and is instantly surprised.	game/story/chapter3.rpy	208	narrator "[what]"
aelrie_chocolate1_0264d1ca	Aelrie	They're not quite the same but this flavor is amazing!	game/story/chapter3.rpy	209	Aelrie "[what]"
aelrie_chocolate1_5897e4c5	Leif	Hey, I'll take that as a high compliment, considering its an elvish recipe.	game/story/chapter3.rpy	210	Leif "[what]"
aelrie_chocolate1_04f3933e	Aelrie	Ahhh! Nono! It wouldn't have been possible without the trade arrangements everyone made!!	game/story/chapter3.rpy	211	Aelrie "[what]"
aelrie_chocolate1_b08baf5c	narrator	Aelrie appears to be minimizing her family's importance.	game/story/chapter3.rpy	212	narrator "[what]"
aelrie_chocolate1_186c0e01	se	(Hmm. Should I ask more about it?)	game/story/chapter3.rpy	213	se "[what]"
aelrie_chocolate1_11fdb519	extend		game/story/chapter3.rpy	215	extend "[what]" nointeract
aelrie_chocolate2_b9aec97f	Serene	So, what is your family like?	game/story/chapter3.rpy	228	Serene "[what]"
aelrie_chocolate2_29838a41	Aelrie	My family? Hmmm. Well, they're nice.	game/story/chapter3.rpy	229	Aelrie "[what]"
aelrie_chocolate2_c25a104a	se	(Well. That was a quick answer. Should I ask more about it?)	game/story/chapter3.rpy	230	se "[what]"
aelrie_chocolate2_11fdb519	extend		game/story/chapter3.rpy	233	extend "[what]" nointeract
aelrie_chocolate3_baf8c5ab	narrator	Leif inhales an entire truffle in one bite.	game/story/chapter3.rpy	242	narrator "[what]"
aelrie_chocolate3_7133e97c	Leif	Holy mother of-{w=1.5}These {i}ARE{/i} good.	game/story/chapter3.rpy	243	Leif "[what]"
aelrie_chocolate3_2f6ab988	Serene	I'm guessing your hometown is far away from here?	game/story/chapter3.rpy	244	Serene "[what]"
aelrie_chocolate3_a3bbbf3c	Aelrie	Yes! There was an opportunity to join the academy here! It's my second year.	game/story/chapter3.rpy	245	Aelrie "[what]"
aelrie_chocolate3_b7d2bebd	Serene	Aww, that sounds great. Do you like the whole experience so far?	game/story/chapter3.rpy	246	Serene "[what]"
aelrie_chocolate3_80857a26	Serene	I can imagine being so far away from home can be a little scary.	game/story/chapter3.rpy	247	Serene "[what]"
aelrie_chocolate3_6bec6887	Aelrie	Mm. It was at first, but I met so many good...!	game/story/chapter3.rpy	249	Aelrie "[what]"
aelrie_chocolate3_c89d1e52	Aelrie	...Friends here...	game/story/chapter3.rpy	251	Aelrie "[what]"
aelrie_chocolate3_11fdb519	extend		game/story/chapter3.rpy	255	extend "[what]" nointeract
aelrie_chocolate4_6854fb5b	Aelrie	Sorry, my hair must still be wet...{w=1.5}But yes, I'm learning a lot here at the academy.	game/story/chapter3.rpy	269	Aelrie "[what]"
aelrie_chocolate4_f6e38419	se	(Maybe I shouldn't pressure her too much.)	game/story/chapter3.rpy	271	se "[what]"
aelrie_chocolate4_11fdb519	extend		game/story/chapter3.rpy	273	extend "[what]" nointeract
aelrie_chocolate5_d206142e	narrator	Aelrie looks up in surprise.	game/story/chapter3.rpy	284	narrator "[what]"
aelrie_chocolate5_bdb28702	Aelrie	Friends?! With me...?	game/story/chapter3.rpy	285	Aelrie "[what]"
aelrie_chocolate5_0757131e	Aelrie	Why?	game/story/chapter3.rpy	286	Aelrie "[what]"
aelrie_chocolate5_1348d794	Serene	I can relate with you. I'm not from the town either.	game/story/chapter3.rpy	287	Serene "[what]"
aelrie_chocolate5_e6417102	Aelrie	...!	game/story/chapter3.rpy	288	Aelrie "[what]"
aelrie_chocolate5_06edfad4	Leif	You can count me in on that too. I've always been a southern man, myself.	game/story/chapter3.rpy	289	Leif "[what]"
aelrie_chocolate5_46f6bdc4	Leif	You can help taste the next batch of sweets we make.	game/story/chapter3.rpy	290	Leif "[what]"
aelrie_chocolate5_3a4fcd22	Leif	Serene, have you stamped a {color=#f00}Rendé{/color} before?	game/story/chapter3.rpy	292	Leif "[what]"
aelrie_chocolate5_187273de	Serene	A "Rendé"...? What's that?	game/story/chapter3.rpy	293	Serene "[what]"
aelrie_chocolate5_3c2bf58d	Leif	It's a rendezvous card. You might have seen them a couple of times. I'll let you try it out with...	game/story/chapter3.rpy	294	Leif "[what]"
aelrie_chocolate5_3c53cdfb	Leif	Oh look at us with bad manners. I'm Leif.	game/story/chapter3.rpy	296	Leif "[what]"
aelrie_chocolate5_9bdfe4cb	Serene	Oh-OH. And I'm Serene.	game/story/chapter3.rpy	297	Serene "[what]"
aelrie_chocolate5_5fdc0de2	Aelrie	Aelrie! That's mine...	game/story/chapter3.rpy	298	Aelrie "[what]"
aelrie_chocolate5_5514a15a	extend	but-but you can call me Rae if that's easier to say!!	game/story/chapter3.rpy	299	extend "[what]"
aelrie_chocolate5_cc0b67cd	Serene	Aelrie, right? It's a nice name! No need to shorten it.	game/story/chapter3.rpy	300	Serene "[what]"
aelrie_chocolate5_060f0cca	Leif	Aelrie. That sounds familiar. Okay, Aelrie and Serene. This is what we're going to do.	game/story/chapter3.rpy	301	Leif "[what]"
aelrie_chocolate5_d963b1ab	Leif	Serene, I want you to hold this card and think hard of Aelrie's name, this room, and that you want to see her again.	game/story/chapter3.rpy	303	Leif "[what]"
aelrie_chocolate5_3fc7ccfd	se	(So that's how it works, huh? How would it know?)	game/story/chapter3.rpy	304	se "[what]"
aelrie_chocolate5_b6d8d810	Leif	You're sort of getting the feel, but I can tell you're off-topic.	game/story/chapter3.rpy	306	Leif "[what]"
aelrie_chocolate5_2f5b8741	Serene	It picked up my thoughts?! 	game/story/chapter3.rpy	308	Serene "[what]"
aelrie_chocolate5_ac4d4ddb	Leif	You didn't believe me?	game/story/chapter3.rpy	309	Leif "[what]"
aelrie_chocolate5_2474b79b	Serene	Hold on, let me try it again.	game/story/chapter3.rpy	310	Serene "[what]"
aelrie_chocolate5_11fdb519	extend		game/story/chapter3.rpy	313	extend "[what]" nointeract
aelrie_chocolate6_17ce0cd8	narrator	The Rendezvous card gives a strong blue aura.	game/story/chapter3.rpy	326	narrator "[what]"
aelrie_chocolate6_91e7f1c7	Leif	Interesting. Even the cards you stamp act differently around you.	game/story/chapter3.rpy	327	Leif "[what]"
aelrie_chocolate6_42204903	Leif	It looks like it worked though. Now all you have to do is give the card to Aelrie.	game/story/chapter3.rpy	328	Leif "[what]"
aelrie_chocolate6_63a90c6e	narrator	Aelrie touches the card. Her hair begins to flutter.	game/story/chapter3.rpy	329	narrator "[what]"
aelrie_chocolate6_b5d21fce	Aelrie	I think it worked..!	game/story/chapter3.rpy	330	Aelrie "[what]"
aelrie_chocolate6_d2cd64b4	Serene	I sincerely meant it. I'd love to see you come back here again to chat.	game/story/chapter3.rpy	331	Serene "[what]"
aelrie_chocolate6_17de4fa9	Serene	Hey Leif, you still have cocoa right?	game/story/chapter3.rpy	332	Serene "[what]"
aelrie_chocolate6_896cb139	Leif	There are a few beans still leftover, yes.	game/story/chapter3.rpy	333	Leif "[what]"
aelrie_chocolate6_39df1ab1	Serene	Ever thought of making something maybe a little more...simple?	game/story/chapter3.rpy	334	Serene "[what]"
aelrie_chocolate6_0384cda1	Serene	Like hot cocoa as a drink?	game/story/chapter3.rpy	335	Serene "[what]"
aelrie_chocolate6_d50998cd	Leif	Hot cocoa, huh? I could try that out.	game/story/chapter3.rpy	336	Leif "[what]"
aelrie_chocolate6_6a3a740d	Serene	Then it's settled! Come back again soon Aelrie, we'll have a cup of hot cocoa waiting for you!	game/story/chapter3.rpy	337	Serene "[what]"
aelrie_chocolate6_a51907cb	Aelrie	That would be delightful!	game/story/chapter3.rpy	338	Aelrie "[what]"
aelrie_chocolate6_bcd8ddd9	Aelrie	Oh no, I'm late!!!	game/story/chapter3.rpy	340	Aelrie "[what]"
aelrie_chocolate6_97d4d905	Aelrie	I will see you all again soon!	game/story/chapter3.rpy	341	Aelrie "[what]"
aelrie_chocolate6_8d4f8f99	se	(What an interesting girl...)	game/story/chapter3.rpy	343	se "[what]"
chapter4_2a85ec06	Bell	SUNRISE!	game/story/chapter4.rpy	3	Bell "[what]"
chapter4_93cd8658	Bell	SUNRIIIIIISE!	game/story/chapter4.rpy	5	Bell "[what]"
chapter4_9c9db13a	narrator	You can still be seen in bed before giving off a deep, heavy sigh.	game/story/chapter4.rpy	7	narrator "[what]"
chapter4_915de3f6	se	(I'm never getting used to this.)	game/story/chapter4.rpy	8	se "[what]"
chapter4_b423484e	Amara	Sereneeeee! Are ya awakeeeeee!	game/story/chapter4.rpy	9	Amara "[what]"
chapter4_a0c66ef9	Serene	Noooooooo.	game/story/chapter4.rpy	10	Serene "[what]"
chapter4_33d2be45	Amara	Come down. I cooked breakfastttttt.	game/story/chapter4.rpy	12	Amara "[what]"
chapter4_880a813a	Serene	I'M COMIN'.	game/story/chapter4.rpy	14	Serene "[what]"
chapter4_5ec6904a	Amara	It's bread and some soup I made.	game/story/chapter4.rpy	17	Amara "[what]"
